,id,Chinese_name,belonging,type,price
1088,763396,MAC-10 | 销声 (崭新出厂),头号特训,受限,6.81
1089,38957,MAC-10（StatTrak™） | 冉吉 (崭新出厂),暗影,军规,8.95
1090,35379,MAC-10 | 诅咒 (崭新出厂),猎杀者,受限,18.82
1091,835964,MAC-10 | 狂蟒之灾 (崭新出厂),浩劫,保密,1719.5
1092,35450,MAC-10 | 致命紫罗兰 (崭新出厂),电竞 2014 夏季,军规,45
1093,38943,MAC-10（StatTrak™） | 孔雀石 (崭新出厂),幻彩,受限,27.88
1094,38914,MAC-10（StatTrak™） | 捕猎者 (崭新出厂),伽玛,军规,7.1
1095,775401,MAC-10 | 赤金锁链 (崭新出厂),挪威人,军规,119
1096,37756,MAC-10（纪念品） | 核子花园 (崭新出厂),死城之谜,军规,132.88
1097,761386,MAC-10（纪念品） | 小牛皮 (崭新出厂),2018 炼狱小镇,工业,37.2
1098,38947,MAC-10（StatTrak™） | 霓虹骑士 (崭新出厂),幻彩 2 号,隐秘,173
1099,775958,MAC-10 | 绯红镂刻 (崭新出厂),运河水城,受限,198.88
1100,35429,MAC-10 | 棕榈色 (崭新出厂),炙热沙城 II ,工业,1.86
1101,776054,MAC-10 | 潜行者 (崭新出厂),“裂网大行动”,隐秘,231.72
1102,763269,MAC-10（StatTrak™） | 销声 (崭新出厂),头号特训,受限,24.5
1103,781646,MAC-10（StatTrak™） | 魅惑 (崭新出厂),裂空,受限,45
1104,779328,MAC-10（StatTrak™） | 渐变迪斯科 (崭新出厂),棱彩2号,保密,279.9
1105,773775,MAC-10 | 板条箱 (崭新出厂),CS20,军规,1.58
1106,38919,MAC-10（StatTrak™） | 诅咒 (崭新出厂),猎杀者,受限,47.4
1107,43924,MAC-10（StatTrak™） | 炽热 (崭新出厂),凤凰,受限,51.88
1108,35369,MAC-10 | 捕猎者 (崭新出厂),伽玛,军规,2
1109,35362,MAC-10 | 渐变琥珀 (崭新出厂),荒漠迷城,军规,52.05
1110,37747,MAC-10（纪念品） | 红苹果 (崭新出厂),列车停放站,工业,37.59
1111,772925,MAC-10（纪念品） | 都市 DDPAT (崭新出厂),殒命大厦,消费,26
1112,769489,MAC-10（StatTrak™） | 白鲑鱼 (崭新出厂),棱彩,军规,9.78
1113,35396,MAC-10 | 紫青之色 (崭新出厂),古堡激战,消费,18
1114,35386,MAC-10 | 不可磨灭 (崭新出厂),英勇,受限,120
1115,773808,MAC-10（StatTrak™） | 板条箱 (崭新出厂),CS20,军规,6.5
1116,776577,MAC-10（StatTrak™） | 潜行者 (崭新出厂),“裂网大行动”,隐秘,1015.9
1117,37751,MAC-10（纪念品） | 紫青之色 (崭新出厂),古堡激战,消费,92.31
1118,35445,MAC-10 | 狂哮飓风 (崭新出厂),佣兵训练营,消费,128.86
1119,38962,MAC-10（StatTrak™） | 烧尽 (崭新出厂),猎杀者,受限,41.99
1120,38924,MAC-10（StatTrak™） | 不可磨灭 (崭新出厂),英勇,受限,470
1121,38967,MAC-10（StatTrak™） | 致命紫罗兰 (崭新出厂),电竞 2014 夏季,军规,160
1122,37761,MAC-10（纪念品） | 棕榈色 (崭新出厂),炙热沙城 II ,工业,74.99
1123,35374,MAC-10 | 通勤者皮革 (崭新出厂),行李仓库,工业,30
1124,35455,MAC-10 | 都市 DDPAT (崭新出厂),殒命大厦,消费,36
1125,835542,UMP-45 | 金铋辉煌 (崭新出厂),“狂牙大行动”,受限,15.99
1126,45344,UMP-45（StatTrak™） | 白狼 (崭新出厂),命悬一线,受限,19.3
1127,769255,UMP-45（StatTrak™） | 城里的月光 (崭新出厂),棱彩,受限,14.63
1128,42091,UMP-45 | x射线 (崭新出厂),光谱 2 号,受限,5.67
1129,763335,UMP-45 | 动量 (崭新出厂),头号特训,保密,39.77
1130,42065,UMP-45 | 炽烈之炎 (崭新出厂),荒漠迷城,军规,79.5
1131,42111,UMP-45 | 迷之宫 (崭新出厂),突围,军规,1.65
1132,769130,UMP-45 | 城里的月光 (崭新出厂),棱彩,受限,5.8
1133,38078,UMP-45（纪念品） | 炽烈之炎 (崭新出厂),荒漠迷城,军规,147.5
1134,835806,UMP-45（StatTrak™） | 金铋辉煌 (崭新出厂),“狂牙大行动”,受限,42.89
1135,45365,UMP-45 | 白狼 (崭新出厂),命悬一线,受限,6.43
1136,835688,UMP-45 | 犬牙 (崭新出厂),浩劫,工业,5.8
1137,42125,UMP-45 | 野蛮剑齿虎 (崭新出厂),幻彩 3 号,保密,34.6
1138,42067,UMP-45 | 白骨之堆 (崭新出厂),英勇,军规,55.97
1139,773784,UMP-45（StatTrak™） | 塑胶炸弹 (崭新出厂),CS20,受限,18.99
1140,761431,UMP-45（纪念品） | 设施系列·深色图 (崭新出厂),2018 核子危机,消费,3.26
1141,773747,UMP-45 | 塑胶炸弹 (崭新出厂),CS20,受限,6.99
1142,835557,UMP-45 | 犯罪现场 (崭新出厂),控制,受限,101.4
1143,42071,UMP-45 | 简报 (崭新出厂),伽玛 2 号,军规,1.96
1144,42130,UMP-45 | 暴乱 (崭新出厂),弯曲猎手,军规,2.33
1145,42083,UMP-45 | 下士 (崭新出厂),凤凰,军规,2.12
1146,42102,UMP-45 | 硝烟 (崭新出厂),意大利小镇,工业,1.73
1147,39692,UMP-45（StatTrak™） | 迷之宫 (崭新出厂),突围,军规,3.46
1148,39687,UMP-45（StatTrak™） | x射线 (崭新出厂),光谱 2 号,受限,16.9
1149,39707,UMP-45（StatTrak™） | 暴乱 (崭新出厂),弯曲猎手,军规,5.98
1150,775111,UMP-45 | 忘忧草 (崭新出厂),圣马克镇,军规,56.1
1151,763388,UMP-45（StatTrak™） | 动量 (崭新出厂),头号特训,保密,111.5
1152,42135,UMP-45 | 支架 (崭新出厂),光谱,受限,7.1
1153,39679,UMP-45（StatTrak™） | 下士 (崭新出厂),凤凰,军规,6.88
1154,39712,UMP-45（StatTrak™） | 支架 (崭新出厂),光谱,受限,23.68
1155,761399,UMP-45（纪念品） | 泥地杀手 (崭新出厂),2018 炼狱小镇,消费,7.98
1156,42120,UMP-45 | 弥诺陶洛斯迷宫 (崭新出厂),神魔,军规,165
1157,39674,UMP-45（StatTrak™） | 简报 (崭新出厂),伽玛 2 号,军规,6.08
1158,42087,UMP-45 | 迷幻 (崭新出厂),先锋,军规,6
1159,42116,UMP-45 | 合金绽放 (崭新出厂),“九头蛇大行动”,军规,6.5
1160,39697,UMP-45（StatTrak™） | 合金绽放 (崭新出厂),“九头蛇大行动”,军规,16.8
1161,39702,UMP-45（StatTrak™） | 野蛮剑齿虎 (崭新出厂),幻彩 3 号,保密,130.8
1162,42107,UMP-45 | 紫青之色 (崭新出厂),古堡激战,消费,9.76
1163,42076,UMP-45 | 色如焦糖 (崭新出厂),仓库突击,消费,128.5
1164,38090,UMP-45（纪念品） | 紫青之色 (崭新出厂),古堡激战,消费,69.99
1165,38095,UMP-45（纪念品） | 枯焦之色 (崭新出厂),死亡游乐园,消费,6.5
1166,38100,UMP-45（纪念品） | 都市 DDPAT (崭新出厂),列车停放站,消费,54.9
1167,39683,UMP-45（StatTrak™） | 迷幻 (崭新出厂),先锋,军规,13.55
1168,42096,UMP-45 | 辐射警告 (崭新出厂),核子危机,工业,230
1169,39670,UMP-45（StatTrak™） | 白骨之堆 (崭新出厂),英勇,军规,120
1170,42140,UMP-45 | 枯焦之色 (崭新出厂),死亡游乐园,消费,10.4
1171,38081,UMP-45（纪念品） | 辐射警告 (崭新出厂),核子危机,工业,430
1172,42145,UMP-45 | 都市 DDPAT (崭新出厂),列车停放站,消费,0.99
1173,42080,UMP-45 | 碳素纤维 (崭新出厂),金库危机,工业,1.02
1174,762164,UMP-45 | 泥地杀手 (崭新出厂),2018 炼狱小镇,消费,0.65
1175,762061,UMP-45 | 设施系列·深色图 (崭新出厂),2018 核子危机,消费,0.3
1176,39014,MP7（StatTrak™） | 装甲核心 (崭新出厂),幻彩 2 号,军规,3.6
1177,35591,MP7 | 帝国 (崭新出厂),野火,受限,11.9
1178,45269,MP7 | 血腥运动 (崭新出厂),命悬一线,隐秘,33.4
1179,45448,MP7（StatTrak™） | 血腥运动 (崭新出厂),命悬一线,隐秘,100
1180,35559,MP7 | 陆军斥候 (崭新出厂),安全处所,消费,1.5
1181,35567,MP7 | 卷云 (崭新出厂),手套,军规,3.42
1182,35551,MP7 | 深蓝电镀处理 (崭新出厂),意大利小镇,军规,4.99
1183,762133,MP7 | 渐变之色 (崭新出厂),2018 炼狱小镇,受限,69
1184,35613,MP7 | 速递 (崭新出厂),暗影,受限,14.02
1185,762105,MP7 | 主板 (崭新出厂),2018 核子危机,工业,1.26
1186,35577,MP7 | 逮捕者 (崭新出厂),解体厂,军规,29.99
1187,759264,MP7 | 权力之心 (崭新出厂),地平线,受限,9.29
1188,835748,MP7 | 绿野迷踪 (崭新出厂),远古,工业,4.58
1189,39027,MP7（StatTrak™） | 复仇者 (崭新出厂),弯曲猎手,保密,124.47
1190,835536,MP7 | 金库悍匪 (崭新出厂),浩劫,工业,6
1191,33839,MP7 | 都市危机 (崭新出厂),突围,军规,1.48
1192,759303,MP7（StatTrak™） | 权力之心 (崭新出厂),地平线,受限,28.19
1193,35564,MP7 | 星点 (崭新出厂),神魔,消费,5
1194,39019,MP7（StatTrak™） | 卷云 (崭新出厂),手套,军规,10.98
1195,776190,MP7 | 枯焦之色 (崭新出厂),挪威人,消费,4.71
1196,35554,MP7 | 装甲核心 (崭新出厂),幻彩 2 号,军规,1.48
1197,39040,MP7（StatTrak™） | 都市危机 (崭新出厂),突围,军规,3.87
1198,39023,MP7（StatTrak™） | 帝国 (崭新出厂),野火,受限,33.57
1199,39009,MP7（StatTrak™） | 非洲部落 (崭新出厂),光谱,军规,3.49
1200,775880,MP7 | 青之绽放 (崭新出厂),圣马克镇,军规,57.9
1201,35547,MP7 | 非洲部落 (崭新出厂),光谱,军规,1.13
1202,761368,MP7（纪念品） | 渐变之色 (崭新出厂),2018 炼狱小镇,受限,256
1203,39035,MP7（StatTrak™） | 速递 (崭新出厂),暗影,受限,39.49
1204,35598,MP7 | 海之泡沫 (崭新出厂),电竞 2014 夏季,受限,11.27
1205,35595,MP7 | 复仇者 (崭新出厂),弯曲猎手,保密,44.98
1206,775084,MP7 | 七彩斑斓 (崭新出厂),“裂网大行动”,受限,12.45
1207,761454,MP7（纪念品） | 主板 (崭新出厂),2018 核子危机,工业,8.99
1208,39030,MP7（StatTrak™） | 海之泡沫 (崭新出厂),电竞 2014 夏季,受限,29
1209,37799,MP7（纪念品） | 橘皮涂装 (崭新出厂),荒漠迷城,工业,90
1210,35582,MP7 | 地下水 (崭新出厂),无畏,消费,34.7
1211,35622,MP7 | 银装素裹 (崭新出厂),办公室,军规,2020
1212,35587,MP7 | 硝烟 (崭新出厂),死亡游乐园,工业,20
1213,35601,MP7 | 橄榄格纹 (崭新出厂),行李仓库,消费,8.1
1214,776521,MP7（StatTrak™） | 七彩斑斓 (崭新出厂),“裂网大行动”,受限,43
1215,37794,MP7（纪念品） | 硝烟 (崭新出厂),死亡游乐园,工业,50.49
1216,37788,MP7（纪念品） | 深蓝电镀处理 (崭新出厂),意大利小镇,军规,299.99
1217,35606,MP7 | 橘皮涂装 (崭新出厂),荒漠迷城,工业,36.8
1218,756679,MP7（纪念品） | 陆军斥候 (崭新出厂),安全处所,消费,11111
1219,35572,MP7 | 森林 DDPAT (崭新出厂),金库危机,消费,0.71
1220,774702,PP-野牛 | 海鸟 (崭新出厂),圣马克镇,消费,1.19
1221,762074,PP-野牛 | 红苹果 (崭新出厂),2018 炼狱小镇,工业,1.24
1222,36215,PP-野牛 | 古董枪 (崭新出厂),猎杀者,受限,14.39
1223,781601,PP-野牛 | 神秘碑文 (崭新出厂),裂空,军规,2.1
1224,45291,PP-野牛 | 黑夜暴乱 (崭新出厂),命悬一线,军规,1.33
1225,772902,PP-野牛（纪念品） | 碳素纤维 (崭新出厂),殒命大厦,工业,1.97
1226,36286,PP-野牛 | 午夜行动 (崭新出厂),湖畔激战,工业,1.21
1227,761427,PP-野牛（纪念品） | 设施系列·速写图 (崭新出厂),2018 核子危机,消费,7.99
1228,36291,PP-野牛 | 死亡主宰者 (崭新出厂),突围,受限,5.8
1229,39410,PP-野牛（StatTrak™） | 死亡主宰者 (崭新出厂),突围,受限,15.9
1230,36296,PP-野牛 | 透光区 (崭新出厂),野火,军规,7.79
1231,39385,PP-野牛（StatTrak™） | 核燃料棒 (崭新出厂),左轮武器箱,受限,51.49
1232,36316,PP-野牛 | 水纹之印 (崭新出厂),电竞 2013 冬季,军规,4.99
1233,36220,PP-野牛 | 墨竹 (崭新出厂),旭日,消费,8.93
1234,45335,PP-野牛（StatTrak™） | 黑夜暴乱 (崭新出厂),命悬一线,军规,3.46
1235,36271,PP-野牛 | 阿努比斯之审判 (崭新出厂),幻彩 3 号,隐秘,60.66
1236,39400,PP-野牛（StatTrak™） | 阿努比斯之审判 (崭新出厂),幻彩 3 号,隐秘,200
1237,781688,PP-野牛（StatTrak™） | 神秘碑文 (崭新出厂),裂空,军规,9.86
1238,775695,PP-野牛 | 路霸 (崭新出厂),“裂网大行动”,受限,11.59
1239,36237,PP-野牛 | 化工之绿 (崭新出厂),死城之谜,工业,6.97
1240,36276,PP-野牛 | 丛林滑流 (崭新出厂),光谱,军规,1.15
1241,39405,PP-野牛（StatTrak™） | 丛林滑流 (崭新出厂),光谱,军规,3.76
1242,36261,PP-野牛 | 买定离手 (崭新出厂),光谱 2 号,保密,48.49
1243,761353,PP-野牛（纪念品） | 红苹果 (崭新出厂),2018 炼狱小镇,工业,10
1244,36256,PP-野牛 | 收割机 (崭新出厂),伽玛,军规,1.49
1245,36230,PP-野牛 | 黄铜 (崭新出厂),炙热沙城 II ,军规,9.3
1246,37962,PP-野牛（纪念品） | 都市虚线 (崭新出厂),列车停放站,消费,18
1247,36251,PP-野牛 | 核燃料棒 (崭新出厂),左轮武器箱,受限,15.93
1248,37938,PP-野牛（纪念品） | 黄铜 (崭新出厂),炙热沙城 II ,军规,154
1249,39420,PP-野牛（StatTrak™） | 水纹之印 (崭新出厂),电竞 2013 冬季,军规,12.82
1250,39395,PP-野牛（StatTrak™） | 买定离手 (崭新出厂),光谱 2 号,保密,123
1251,36225,PP-野牛 | 水蓝条纹 (崭新出厂),电竞 2014 夏季,受限,26.9
1252,39415,PP-野牛（StatTrak™） | 透光区 (崭新出厂),野火,军规,20.09
1253,39371,PP-野牛（StatTrak™） | 古董枪 (崭新出厂),猎杀者,受限,40.15
1254,36241,PP-野牛 | 钻蓝半调 (崭新出厂),冬季攻势,军规,7.98
1255,776788,PP-野牛（StatTrak™） | 路霸 (崭新出厂),“裂网大行动”,受限,37.3
1256,36234,PP-野牛 | 碳素纤维 (崭新出厂),殒命大厦,工业,38.01
1257,37943,PP-野牛（纪念品） | 化工之绿 (崭新出厂),死城之谜,工业,33.44
1258,39380,PP-野牛（StatTrak™） | 钻蓝半调 (崭新出厂),冬季攻势,军规,18.98
1259,39390,PP-野牛（StatTrak™） | 收割机 (崭新出厂),伽玛,军规,5.23
1260,39376,PP-野牛（StatTrak™） | 水蓝条纹 (崭新出厂),电竞 2014 夏季,受限,88.8
1261,36281,PP-野牛 | 现代猎手 (崭新出厂),佣兵训练营,军规,498
1262,43910,PP-野牛（纪念品） | 辐照警报 (崭新出厂),核子危机,消费,59
1263,36301,PP-野牛 | 外表生锈 (崭新出厂),无畏,军规,58.58
1264,37952,PP-野牛（纪念品） | 午夜行动 (崭新出厂),湖畔激战,工业,130
1265,36246,PP-野牛 | 森林之叶 (崭新出厂),佣兵训练营,消费,110
1266,36266,PP-野牛 | 辐照警报 (崭新出厂),核子危机,消费,35.61
1267,36311,PP-野牛 | 都市虚线 (崭新出厂),列车停放站,消费,0.77
1268,36306,PP-野牛 | 沙漠虚线 (崭新出厂),意大利小镇,消费,0.5
1269,762051,PP-野牛 | 设施系列·速写图 (崭新出厂),2018 核子危机,消费,0.4
1270,39075,MP9（StatTrak™） | 红宝石毒镖 (崭新出厂),弯曲猎手,受限,32.9
1271,39071,MP9（StatTrak™） | 铁血玫瑰 (崭新出厂),冬季攻势,受限,93
1272,35683,MP9 | 红宝石毒镖 (崭新出厂),弯曲猎手,受限,11.5
1273,776034,MP9 | 彩绘玻璃 (崭新出厂),运河水城,受限,197.5
1274,773771,MP9 | 九头蛇 (崭新出厂),CS20,保密,59.08
1275,35627,MP9 | 气密 (崭新出厂),伽玛 2 号,保密,41.5
1276,39069,MP9（StatTrak™） | 蛊惑之色 (崭新出厂),军火交易 2 号,受限,67.3
1277,33823,MP9 | 生化泄漏 (崭新出厂),幻彩 3 号,军规,2.31
1278,763381,MP9 | 中度威胁 (崭新出厂),头号特训,军规,1.79
1279,776185,MP9 | 野百合 (崭新出厂),圣马克镇,保密,2493
1280,39065,MP9（StatTrak™） | 焦油缠绕 (崭新出厂),光谱 2 号,受限,19.2
1281,759184,MP9 | 毛细血管 (崭新出厂),地平线,军规,2.1
1282,39045,MP9（StatTrak™） | 气密 (崭新出厂),伽玛 2 号,保密,113.5
1283,35667,MP9 | 赤红新星 (崭新出厂),荒漠迷城,军规,99.1
1284,35643,MP9 | 飞驰 (崭新出厂),先锋,军规,2.97
1285,45272,MP9 | 黑砂 (崭新出厂),命悬一线,军规,1.23
1286,39050,MP9（StatTrak™） | 生化泄漏 (崭新出厂),幻彩 3 号,军规,10.18
1287,35692,MP9 | 砂垢 (崭新出厂),手套,军规,1.2
1288,35679,MP9 | 铁血玫瑰 (崭新出厂),冬季攻势,受限,44
1289,35658,MP9 | 焦油缠绕 (崭新出厂),光谱 2 号,受限,5.46
1290,39055,MP9（StatTrak™） | 飞驰 (崭新出厂),先锋,军规,9.79
1291,35701,MP9 | 暴风呼啸 (崭新出厂),死亡游乐园,消费,14
1292,35669,MP9 | 蛊惑之色 (崭新出厂),军火交易 2 号,受限,33
1293,45395,MP9（StatTrak™） | 黑砂 (崭新出厂),命悬一线,军规,5.48
1294,761390,MP9（纪念品） | 滑移 (崭新出厂),2018 炼狱小镇,消费,14.59
1295,763414,MP9（StatTrak™） | 中度威胁 (崭新出厂),头号特训,军规,6.91
1296,35648,MP9 | 致命毒药 (崭新出厂),幻彩,军规,7.36
1297,37806,MP9（纪念品） | 赤红新星 (崭新出厂),荒漠迷城,军规,143.5
1298,773820,MP9（StatTrak™） | 九头蛇 (崭新出厂),CS20,保密,188.89
1299,39079,MP9（StatTrak™） | 砂垢 (崭新出厂),手套,军规,4.42
1300,35672,MP9 | 橘皮涂装 (崭新出厂),安全处所,工业,2.41
1301,759375,MP9（StatTrak™） | 毛细血管 (崭新出厂),地平线,军规,9.3
1302,35676,MP9 | 潘多拉魔盒 (崭新出厂),神魔,军规,170
1303,35663,MP9 | 绿色格纹 (崭新出厂),行李仓库,消费,6.5
1304,35696,MP9 | 落日 (崭新出厂),死城之谜,军规,25.28
1305,37803,MP9（纪念品） | 黑暗时代 (崭新出厂),古堡激战,军规,55.7
1306,37818,MP9（纪念品） | 落日 (崭新出厂),死城之谜,军规,289.48
1307,37813,MP9（纪念品） | 沙漠虚线 (崭新出厂),炙热沙城 II ,消费,28.17
1308,35639,MP9 | 黑暗时代 (崭新出厂),古堡激战,军规,197.3
1309,39060,MP9（StatTrak™） | 致命毒药 (崭新出厂),幻彩,军规,28.08
1310,37823,MP9（纪念品） | 暴风呼啸 (崭新出厂),死亡游乐园,消费,35.75
1311,45158,MP9 | 威吓者 (崭新出厂),仓库突击,受限,1699
1312,35653,MP9 | 干旱季节 (崭新出厂),无畏,消费,35
1313,35688,MP9 | 沙漠虚线 (崭新出厂),炙热沙城 II ,消费,0.99
1314,762173,MP9 | 滑移 (崭新出厂),2018 炼狱小镇,消费,0.71
1315,835347,MP9 | 军队之辉 (崭新出厂),控制,消费,0.41
1316,779266,MP5-SD | 沙漠精英 (崭新出厂),棱彩2号,军规,1.8
1317,835552,MP5-SD | 零点行动 (崭新出厂),“狂牙大行动”,军规,3.24
1318,763241,MP5-SD（纪念品） | 小白鼠 (崭新出厂),['Na'],受限,1.24
1319,775403,MP5-SD | 鼻青脸肿 (崭新出厂),“裂网大行动”,军规,2.34
1320,769427,MP5-SD（StatTrak™） | 高斯 (崭新出厂),棱彩,受限,16.49
1321,763278,MP5-SD | 磷光体 (崭新出厂),头号特训,保密,42.5
1322,781636,MP5-SD | 猛烈冲锋 (崭新出厂),裂空,受限,11
1323,775083,MP5-SD | 茂竹之园 (崭新出厂),圣马克镇,消费,1.06
1324,779311,MP5-SD（StatTrak™） | 沙漠精英 (崭新出厂),棱彩2号,军规,6.99
1325,773673,MP5-SD | 探员 (崭新出厂),CS20,受限,10.85
1326,769186,MP5-SD | 高斯 (崭新出厂),棱彩,受限,6.31
1327,762208,MP5-SD | 协处理器 (崭新出厂),2018 核子危机,军规,3.7
1328,775440,MP5-SD（StatTrak™） | 鼻青脸肿 (崭新出厂),“裂网大行动”,军规,8.89
1329,781707,MP5-SD（StatTrak™） | 猛烈冲锋 (崭新出厂),裂空,受限,32.48
1330,763395,MP5-SD（StatTrak™） | 磷光体 (崭新出厂),头号特训,保密,116
1331,773836,MP5-SD（StatTrak™） | 探员 (崭新出厂),CS20,受限,49.99
1332,835640,MP5-SD（StatTrak™） | 零点行动 (崭新出厂),“狂牙大行动”,军规,11.18
1333,835362,MP5-SD | 氮化处理 (崭新出厂),控制,工业,9.7
1334,761389,MP5-SD（纪念品） | 越野 (崭新出厂),2018 炼狱小镇,消费,15
1335,761541,MP5-SD（纪念品） | 协处理器 (崭新出厂),2018 核子危机,军规,55
1336,762132,MP5-SD | 越野 (崭新出厂),2018 炼狱小镇,消费,0.96
1337,36651,截短霰弹枪 | 千纸鹤 (崭新出厂),幻彩 2 号,军规,1.46
1338,36680,截短霰弹枪 | 荒野公主 (崭新出厂),手套,保密,28.1
1339,36666,截短霰弹枪 | 祥和之翼 (崭新出厂),幻彩,受限,9.68
1340,779296,截短霰弹枪 | 启示录 (崭新出厂),棱彩2号,受限,11.2
1341,36675,截短霰弹枪 | 北海巨妖 (崭新出厂),冬季攻势,隐秘,37.32
1342,36589,截短霰弹枪 | 渐变琥珀 (崭新出厂),列车停放站,军规,5.93
1343,36616,截短霰弹枪 | 逮捕者 (崭新出厂),意大利小镇,军规,4.99
1344,36631,截短霰弹枪 | 聚光灯 (崭新出厂),伽玛,受限,10
1345,39585,截短霰弹枪（StatTrak™） | 夜百合 (崭新出厂),光谱 2 号,军规,5.89
1346,763317,截短霰弹枪 | 黑砂 (崭新出厂),头号特训,军规,1.9
1347,759437,截短霰弹枪（StatTrak™） | 吞噬 (崭新出厂),地平线,保密,167.84
1348,36621,截短霰弹枪 | 路霸 (崭新出厂),先锋,受限,8.96
1349,761360,截短霰弹枪（纪念品） | 刹车灯 (崭新出厂),2018 炼狱小镇,军规,5.96
1350,775017,截短霰弹枪 | 灌木丛 (崭新出厂),圣马克镇,消费,1.16
1351,762158,截短霰弹枪 | 刹车灯 (崭新出厂),2018 炼狱小镇,军规,7.94
1352,39594,截短霰弹枪（StatTrak™） | 千纸鹤 (崭新出厂),幻彩 2 号,军规,4.86
1353,39599,截短霰弹枪（StatTrak™） | 祥和之翼 (崭新出厂),幻彩,受限,29.96
1354,36685,截短霰弹枪 | 弄臣之颅 (崭新出厂),左轮武器箱,军规,2.99
1355,38019,截短霰弹枪（纪念品） | 渐变琥珀 (崭新出厂),列车停放站,军规,10
1356,763380,截短霰弹枪（StatTrak™） | 黑砂 (崭新出厂),头号特训,军规,4.8
1357,36636,截短霰弹枪 | 夜百合 (崭新出厂),光谱 2 号,军规,1.98
1358,39608,截短霰弹枪（StatTrak™） | 荒野公主 (崭新出厂),手套,保密,86.5
1359,759275,截短霰弹枪 | 吞噬 (崭新出厂),地平线,保密,53.2
1360,39618,截短霰弹枪（StatTrak™） | 梭鲈 (崭新出厂),光谱,军规,4.71
1361,39580,截短霰弹枪（StatTrak™） | 聚光灯 (崭新出厂),伽玛,受限,28.9
1362,38037,截短霰弹枪（纪念品） | 贤者涂装 (崭新出厂),死亡游乐园,消费,8.94
1363,36656,截短霰弹枪 | 外表生锈 (崭新出厂),古堡激战,工业,34.44
1364,39575,截短霰弹枪（StatTrak™） | 路霸 (崭新出厂),先锋,受限,31.14
1365,36690,截短霰弹枪 | 梭鲈 (崭新出厂),光谱,军规,1.95
1366,39613,截短霰弹枪（StatTrak™） | 弄臣之颅 (崭新出厂),左轮武器箱,军规,9.77
1367,36671,截短霰弹枪 | 蝮蛇迷彩 (崭新出厂),炙热沙城 II ,工业,1.5
1368,36594,截短霰弹枪 | 竹影 (崭新出厂),旭日,消费,6.85
1369,779403,截短霰弹枪（StatTrak™） | 启示录 (崭新出厂),棱彩2号,受限,35.88
1370,36599,截短霰弹枪 | 镀铜 (崭新出厂),炙热沙城,军规,399
1371,39603,截短霰弹枪（StatTrak™） | 北海巨妖 (崭新出厂),冬季攻势,隐秘,173
1372,36604,截短霰弹枪 | 至高皮革 (崭新出厂),行李仓库,军规,117
1373,38027,截短霰弹枪（纪念品） | 辐照警报 (崭新出厂),核子危机,消费,57.4
1374,36661,截短霰弹枪 | 贤者涂装 (崭新出厂),死亡游乐园,消费,9.96
1375,38042,截短霰弹枪（纪念品） | 蝮蛇迷彩 (崭新出厂),炙热沙城 II ,工业,47
1376,38032,截短霰弹枪（纪念品） | 外表生锈 (崭新出厂),古堡激战,工业,11.5
1377,36641,截短霰弹枪 | 马赛克 (崭新出厂),无畏,工业,65
1378,43912,截短霰弹枪（纪念品） | 逮捕者 (崭新出厂),意大利小镇,军规,2800
1379,36646,截短霰弹枪 | 橙黄 DDPAT (崭新出厂),电竞 2013 ,受限,380
1380,39590,截短霰弹枪（StatTrak™） | 橙黄 DDPAT (崭新出厂),电竞 2013 ,受限,430
1381,835562,截短霰弹枪 | 伏击者 (崭新出厂),浩劫,消费,0.98
1382,36609,截短霰弹枪 | 森林 DDPAT (崭新出厂),金库危机,消费,0.64
1383,42326,XM1014 | 宁静 (崭新出厂),先锋,保密,73
1384,42316,XM1014 | 滑流 (崭新出厂),伽玛 2 号,军规,1.19
1385,781629,XM1014 | 埋葬之影 (崭新出厂),裂空,保密,89.2
1386,42321,XM1014 | 特克卢喷射者 (崭新出厂),左轮武器箱,受限,12.19
1387,39775,XM1014（StatTrak™） | 西装革履 (崭新出厂),幻彩 3 号,受限,43.75
1388,42242,XM1014 | 西装革履 (崭新出厂),幻彩 3 号,受限,11.9
1389,39785,XM1014（StatTrak™） | 剧毒水银 (崭新出厂),幻彩,军规,4.64
1390,45373,XM1014 | 锈蚀烈焰 (崭新出厂),命悬一线,军规,1.09
1391,38144,XM1014（纪念品） | 蔚蓝多变迷彩 (崭新出厂),死亡游乐园,军规,14.75
1392,835856,XM1014 | 太古传说 (崭新出厂),远古,受限,196
1393,39804,XM1014（StatTrak™） | 滑流 (崭新出厂),伽玛 2 号,军规,4.59
1394,42311,XM1014 | 四季 (崭新出厂),光谱,受限,6.85
1395,42341,XM1014 | 五彩斑驳 (崭新出厂),光谱 2 号,受限,5.96
1396,42257,XM1014 | 蓝钢 (崭新出厂),湖畔激战,工业,1.5
1397,38129,XM1014（纪念品） | 碾骨机 (崭新出厂),死城之谜,军规,102.3
1398,775468,XM1014 | 芭蕉叶 (崭新出厂),圣马克镇,工业,7.94
1399,45348,XM1014（StatTrak™） | 锈蚀烈焰 (崭新出厂),命悬一线,军规,3.4
1400,39780,XM1014（StatTrak™） | 天空守卫 (崭新出厂),猎杀者,受限,65.95
1401,42306,XM1014 | 斯康里娅 (崭新出厂),暗影,军规,2.89
1402,39799,XM1014（StatTrak™） | 四季 (崭新出厂),光谱,受限,21.56
1403,42262,XM1014 | 碾骨机 (崭新出厂),死城之谜,军规,19.7
